business_id,name,categories,stars,postal_code
GA_0Qo_hw5TSc2rjzGwb0w,Miss Bánh Mì,"Vietnamese, Restaurants, Sandwiches, Thai",4.5,H3H 2H9
GAe9ph_zXJ2TaY_bttOeow,Wawel,"Breakfast & Brunch, Patisserie/Cake Shop, Bakeries, Food, Restaurants, French",4.5,H2K 1W5
GCvSY2oT-c87d0XXUSfvWg,La Petite Mangue,"Party & Event Planning, Cambodian, Caterers, Restaurants, Event Planning & Services, Personal Chefs",4.0,H2T 1P6
GFVdrBZSUNHkwXiHruCkkg,Les Délices d'Amandine,"Patisserie/Cake Shop, Food Delivery Services, Caterers, Food, Sandwiches, Event Planning & Services, Restaurants, Bakeries",4.0,H2K 2H9
GFnh_H4jMEq0Y0zrHphpTQ,Molivos,"Seafood, Greek, Restaurants, Mediterranean",3.5,H3H 2M2
GGbADuNQxV4fMSKAX51kVg,Restaurant 5000 Ans,"Korean, Restaurants",3.0,H4A 1X7
GICx1I5mcO_LgV1Bnkt33w,Le Comptoir Mæl,"Food, Coffee & Tea, Restaurants, Juice Bars & Smoothies, Sandwiches, Vietnamese",4.0,H2S 1Z6
GJNU3jP7lSpkEHttF_32UA,La Miche Dorée,"Coffee & Tea, Food, Bakeries, Restaurants",4.0,H2S 1G9
GKMj8Zi0CVMyvOWFtnTdYw,Campo,"Portuguese, Restaurants, Chicken Shop",3.5,H3A 1M7
GL7tuUyuCPsz1L0L81MpUA,La Maison de Kum Mon Restaurant,"Cantonese, Restaurants, Chinese",4.0,H3S 2A5
GQmmw_RCADZ5BvXN9Ah3tQ,Redipizza,"Cafes, Italian, Bakeries, Pizza, Restaurants, Food, Coffee & Tea",4.5,H8N
GRIRHR35knxFo0qySwIysw,Curry Mahal,"Restaurants, Indian",4.5,H2W 1X6
GT4Tn-tNZbKaoQhfKtHYZg,Ryu,"Tapas Bars, Restaurants, Sushi Bars, Asian Fusion",3.5,H2V 2K2
GUEWBcErEzW-YYREq4ct6w,Nippon Sushi,"Restaurants, Sushi Bars",4.0,H3A 1M7
GVAnGPeVcSwYGU-DczjsaA,Kokoro Sushi,"Restaurants, Asian Fusion, Japanese, Sushi Bars",4.0,H4N 0C6
GVfit4Is7HKUizAvgQ1c4g,Szechuan,"Chinese, Restaurants",3.5,H2Y 1V3
GZQF9k2fpcH4LADBBXo7Bw,Café des Bois,"Restaurants, Cafes",3.5,H2H 1K6
GeOmt2gXyJhKwz-cjOC5mg,Jardin du Cari,"Restaurants, Sandwiches, Caribbean",4.0,H2T 1S8
GfGG0Xhk7yTJTikmk3jJFg,Les Héritiers,"French, Restaurants, Brasseries",4.0,H2H 1J3
Gg_e8CqCLGo-CmqgCOL5FQ,Macbar et Fromage,"Nightlife, Burgers, Sandwiches, Comfort Food, Restaurants, Bars, Canadian (New)",4.0,H2L 1R8
GgocFk6T_aU0VCk8PLiSEQ,Station HO.ST,"Pubs, Restaurants, Bars, Nightlife, Brasseries",3.5,H2L 1S3
GjN0jxb1sW2mX0QEEqq77w,Eko Sushi,"Sushi Bars, Restaurants, Japanese",4.0,H4C 1P3
GmMZG6dsDqGVC275ZwD-cw,Sana,"Bangladeshi, Pakistani, Indian, Asian Fusion, Restaurants",4.0,H3N 1G3
GoXOq5SegVlAfaTwtDGTVQ,Kam Shing,"Restaurants, Chinese",3.5,H3S 2B2
GpBimLcnuL2Aep7eQK8IyA,Cocoro,"Restaurants, Japanese, Ramen",5.0,H2V 4G9
GqyoE7UWGDCXbzGTOEKTVg,Zero 8,"Steakhouses, Restaurants, Gluten-Free",5.0,H2S 1H6
H-UjZkqI3_4OK5qXPXxMwg,Nom Nom,"Modern European, Tapas/Small Plates, Asian Fusion, Restaurants, Tapas Bars",4.5,H2Z 1R1
H01GSlxKlveC8CPMnz4Gxw,Laïka,"Bars, Restaurants, Canadian (New), Nightlife, Lounges",4.0,H2W 1Y8
H464UiJ5c7q5dAJ14h731A,Gus,"Seafood, Restaurants, Canadian (New), Steakhouses, French",4.5,H2S 1P8
H4N3wGaSJsy8hrNDtADmug,Le Resto du Village,"French, Restaurants, Canadian (New)",4.0,H2L 3J3
H8Kko51jnr0PH1mP3qpBCQ,Ye Olde Orchard Pub & Grill,"Restaurants, Irish, Bars, Nightlife, Pubs",3.5,H4A 1E1
H8LOyk0fGXbb0cg5ZotDxQ,Ros & Lina,"Wine Bars, Italian, Cocktail Bars, Bars, Restaurants, Nightlife",1.5,H3B 4W5
HAN_DTfhJHKK6_u_2K7oZQ,Sésame,"Asian Fusion, Restaurants",3.0,H3J 2Z6
HD15Bg9qFDeVQMjETJO6Uw,Bulldog Beer House,"Sandwiches, Poutineries, Pubs, Fast Food, Bars, Restaurants, Steakhouses, Nightlife, Burgers",4.0,H3E 1N3
HERR92JcW3xoZQ4LlgcKXQ,Villa du Souvlaki,"Greek, Restaurants",4.0,H4A 1V2
HGDY8ZQkCmZ_d_OR_glSgA,La Gargote,"French, Restaurants",4.0,H2Y 2B7
HH-OPbLz7Cftkk2waPGkcQ,Poutine Centrale,"Food, Poutineries, Cafes, Food Delivery Services, Restaurants",4.5,H1W 1K2
HHW5cqxgeOU1-Fj1r-P3ww,Les Empoteuses,"Restaurants, Cafes, Coffee & Tea, Food, Breakfast & Brunch",3.5,H2S 1T5
HJVyxvxa_WvipqE6rQt16Q,Bato Thai,"Restaurants, Asian Fusion, Thai",3.5,H2L 2J4
HKEja81qK7IzkY_nt7NHWw,Le Berri Café,"Cafes, Restaurants",4.0,H2R 1L4
HKrZe0-QGGp3oOYX8cnMSg,Apollo Globe,"Restaurants, Mediterranean, French",2.5,H3A 1T9
HL6ZzGF7V-KDaU0zziHyEA,Maison Boulud,"Restaurants, French, Breakfast & Brunch",4.5,H3G 1G2
HLKRpb4q4RpPPi9H5EZ8GA,Vicolo Restaurant & Bar,"Nightlife, Food, Bars, Italian, Lounges, Restaurants, Beer, Wine & Spirits",2.0,H3G 1T7
HNQzWfhR8kIgTsoxLKCcSw,Balsam Inn,"Bars, Cocktail Bars, Nightlife, Italian, Restaurants",4.0,H3B 2V5
HOTXSMI5iF2qOeCeLfLQpg,Boustan,"Lebanese, Middle Eastern, Restaurants",3.0,H2X 1K4
HP-FMQcqSOEjTmOxVkJD-A,Bao Bao Dim Sum,"Bubble Tea, Food, Restaurants, Dim Sum, Chinese, Bakeries",4.0,H2Z 1C1
HRb5DmUyKan1osLg0y2Onw,Café Jeanne D'Arc,"Restaurants, Cafes",4.0,H2G 2N9
HSLtCVekHFcge2gwroF-Rw,Dans la Côte,"Food, Meat Shops, Restaurants, Sandwiches, Specialty Food",5.0,H3A 2K2
HSrbuWbiBnkujnfCJPtRHg,Vices et Versa,"Poutineries, Bars, Local Flavor, Restaurants, Nightlife, Brasseries, Brewpubs, Burgers, Pubs, Beer, Wine & Spirits, Food, Gastropubs, Breweries",4.0,H2S 3C5
HWGWP_8YDzb9s8qTHh9fjw,Alex H Restaurant,"French, American (New), Restaurants, American (Traditional)",3.0,H4A 1X5
HWmEYjSk2NQlkf5y0tiPAQ,Dame Nature,"Burgers, French, Restaurants",3.0,H3B 4G1
HY5IM3dzUgO8yNgi9c0DIw,Flavours of India,"Restaurants, Indian",4.0,H3N 1T1
H__ZNR22bKUdYTDYKbho5g,Café M,"Food, Breakfast & Brunch, Coffee & Tea, Restaurants",4.0,H2W 1N3
H_nub6AMUtns378P83E7Cw,Soupesoup,"Restaurants, Sandwiches, Salad, Soup, Canadian (New), Cafes",3.0,H2S 3A2
Havi5dBD2ELRKhy7EF7R7w,Restaurant Douro,"Portuguese, Seafood, Mediterranean, Restaurants",4.5,H2S 3C6
HiHfwu0c1k8m8aEJ9VwAQQ,Jano Grillades,"Spanish, Portuguese, Restaurants",4.0,H2W 1X9
HiMb8cwGsnFVwYxt1h0RCg,Bistro Tôt ou Tard,"Restaurants, Gastropubs, Breakfast & Brunch, French",4.0,H2L 1H7
HkZ963l5xp6PQrxiLSMBRg,Nos Thés,"Bubble Tea, International Grocery, Restaurants, Specialty Food, Taiwanese, Food",4.0,H2L 2H1
HkoK7bUNgjZ1K5rrNYFm8Q,Chinois Express,"Chinese, Restaurants",2.5,H4L 3M4
HmSxmYEse0eL0Uf72S2UlA,Charly's Shawarma Plus,"Halal, Lebanese, Middle Eastern, Restaurants",5.0,H8N 2K3
HsoQs2fnkEPTOuLVCtu0wQ,Café Bohème,"Restaurants, Cafes",4.5,H3B 0G4
Ht-_i0UAq7YDBaqJwcQMdQ,Le Club Chasse et Pêche,"Restaurants, French, Canadian (New)",4.5,H2Y 3B6
HtbGxP9QuXp3sWfPoXhbpA,La Bêtise,"Barbeque, Restaurants, Tapas Bars",4.0,H2S 2L8
Huq7rtgGvhGs5z2El3cSMQ,La Merveille du Vietnam,"Restaurants, Chinese, Pan Asian, Thai, Vietnamese",2.0,H2S 1V1
Hw7DRto7wHg3qz0RQ2t4KQ,Café République,"Desserts, Food, Breakfast & Brunch, Coffee & Tea, Restaurants, French, Cafes",3.0,H2X 1K5
HxHpu1ZZFVxnWmRbmc1kPw,Restaurant du Jardin Botanique de Montréal,"Cafes, Restaurants",3.0,H1X 2B2
HzUxQ1WpeNmeecXN-HPlPw,Bubble Thé Resto-Lounge,"Cafes, Taiwanese, Chinese, Coffee & Tea, Tea Rooms, Desserts, Restaurants, Food",3.5,H3H 1M3
I0YeW3yodiQzGrCNhM_pQg,Les Aliments Felix Mish,"Delis, Sandwiches, Food, Specialty Food, Restaurants",4.0,H4E 1X4
I2MSzTi1Nt3g-XaxLXEIWQ,Sushi Newtown,"Restaurants, Sushi Bars",3.5,H3C 0R6
I35MwKTOLUopm-Fceb7kMA,Phillips Lounge,"French, Bars, Nightlife, Restaurants, Lounges",4.0,H3B 3C8
I4ADugPUJJQJElQekgnY0Q,Restaurant le Cactus,"Restaurants, Mexican, Bars, Nightlife",3.5,H2J 2L2
I56tn1ZXKvm9omVGn2QKwQ,Café Code Noir,"Cafes, Food, Restaurants, Coffee & Tea",4.0,H2W 1Y7
I8RopnHROzbd-9oBk2NGXw,Maison Sociale,"Bars, Social Clubs, Arts & Entertainment, Cafes, Nightlife, Restaurants",3.0,H2T 1S1
IB8Y_xlVPMpfsJwR_gbquA,Tim Horton's,"Restaurants, Breakfast & Brunch, Donuts, Coffee & Tea, Food",3.0,H2X 2H5
IDrozLCx_dQ2UWjY9VAHUA,Green Café,"Sandwiches, Cafes, Salad, Vegan, Breakfast & Brunch, Restaurants",4.0,H3Z 1P2
IE-FSNn9Zx9YFx3nJV4C1A,Beaver Hall,"French, Restaurants",4.0,H2Z 1S5
IHX9FiUyNxxGFgFS5rTOxQ,Papillon Bleu,"Restaurants, Chinese",4.0,H2Y 1M1
IItJsqmJWkWFDUlscjCbUQ,Kwizinn Resto-Bar Créole,"Caribbean, Haitian, Restaurants, Cajun/Creole",3.5,H2S 2M3
IIyHyqDcjgKU9klD67jhhw,Grill Barroso,"Portuguese, Restaurants",4.0,H2L 1S3
IN0pMztxjAouI7je78ntWg,Hinnawi Bros Begal & Café,"Breakfast & Brunch, Coffee & Tea, Food, Restaurants",3.0,H3A
IPg5ZmRfG6nibu7GQe3LYg,La Bistrote,"Breakfast & Brunch, Restaurants, Cafes",4.0,H3C 1L2
IR4iAIzSTxiCQsd51O0PfQ,Panacée,"Bakeries, Restaurants, Cafes, Food",4.0,H2L 2H7
IRIlwpomRvnXvpkeaGaM2A,Saint Sushi Bar,"Sushi Bars, Japanese, Restaurants",4.5,H2L 1A3
IS5tQNVzyVYbI2zl8yEaKA,Casa Cacciatore,"Italian, Restaurants",4.0,H2R 1S7
ITUhsKjJYcVupAccQ1ADXQ,Osteria Venti,"Italian, Restaurants",3.5,H2Y 2A6
ITlS9G8Ly2rzgLXDitYwBw,Petros,"Greek, Restaurants",2.0,H3C 1L2
IW0b-1EyRvwi8OVsN_dPew,Snowbird Tiki Bar,"Restaurants, Tiki Bars, Nightlife, Bars",3.0,H2S 3C7
IZL9KZaFkrgMB6I3WpMWWA,Une Crêpe?,"Creperies, Breakfast & Brunch, Restaurants",4.0,H2J 1W2
I_miJsfTzehhWxNL2qR76w,Hopkins,"Canadian (New), Restaurants",4.0,H4A 1E3
IdzpK0S013lbohVhRv1uDw,Padoca,"Cafes, Food, Patisserie/Cake Shop, Desserts, Restaurants",5.0,H2L 3L3
IeopGbNkD2zYD813uCcTUA,Tuk Tuk,"Food, Asian Fusion, Cambodian, Thai, Restaurants",4.0,H3T 1Y8
IflhqRn8xK03cgTR2E98Ww,Piri Piri Hochelaga,"Restaurants, Portuguese",4.5,H1W 1S3
IgynlIDUfcsjXz0DJ-YGRA,Club Soya,"Restaurants, Food, Poke, Japanese, Sushi Bars",4.5,H2X 1X7
IkilcGqiN3_sQk-VvnoAeg,Le Vin Papillon,"Nightlife, Wine Bars, Restaurants, Canadian (New), Bars",4.5,H3J 1N4
IlQro_wCABlFfDZjA0po5g,Big in Japan,"Restaurants, Japanese",3.0,H2X
ImFTARxxeD-nVZMje1Ckew,Mirchi,"Ethnic Food, Food, Restaurants, Specialty Food, Indian",3.0,H2Y 2B7
ImGV3P_qCPnPk7-Vw56HFg,Cafe Joe,"Restaurants, Food, Cafes, French, Coffee & Tea, Breakfast & Brunch, Local Flavor",4.0,H4C 1A5
IniLWfQV94K20ZRd1E7pTA,Coco Rico,"Portuguese, Restaurants, Canadian (New), American (New)",4.0,H2W 1X9
Ipcdle852xIuI1L5kCYAvA,Les Torchés,"Restaurants, Bars, Cocktail Bars, Nightlife, Pubs, Tapas/Small Plates",4.0,H2T 1N6
Ir_QIzs-4o9ElOtiGuxJrw,Torteria Lupita,"Sandwiches, Mexican, Restaurants, Breakfast & Brunch",4.0,H4C 1S5
IsNyYU75dVu0Nnoo8bO4gA,La Finca,"Shared Office Spaces, Real Estate, Sandwiches, Food, Venues & Event Spaces, Breakfast & Brunch, Home Services, Restaurants, Cafes, Event Planning & Services, Coffee & Tea",4.5,H2Z 1N1
ItvATr013tAJzKWody7T9w,Fuji Grillades A La Japonaise & Sushi Bar,"Japanese, Restaurants, Sushi Bars",3.0,H8Y 1Y4
IwhGYTVDigoB2LOzxnng4g,Café São,"Cafes, Food, Restaurants, Coffee & Tea",4.0,H2K 4X3
IxJUgeO1VLw5WLTscMSveQ,Philinos,"Restaurants, Greek",4.5,H2V 4E7
IxthHWpZgpdt72uOUWPgaQ,La Fromagerie Hamel,"Delicatessen, Cheese Shops, Food, Sandwiches, Specialty Food, Caterers, Delis, Restaurants, Event Planning & Services",5.0,H2H 1J9
Izd-To33XTMnjM19XRonhw,Amigo,"Restaurants, Chinese",4.0,H2Z 1J4
J0YWF-bOcMKuSWg36GAq9g,Venice MTL,"Salad, Food, Italian, Restaurants, Juice Bars & Smoothies",4.0,H2Y 2T3
J2GTY3N_nH7d4L7ngCWKsw,Espadon Plateau,"Mediterranean, Fish & Chips, Seafood, Restaurants, Barbeque",4.5,H2W 1Y7
J6Hjazwjl0VB_NrofQZ6kg,Madras Curry House,"Indian, Halal, Restaurants",3.5,H3G 2H4
J6qWt6XIUmIGFHX5rQJA-w,L'Avenue,"Breakfast & Brunch, Burgers, American (New), Canadian (New), Restaurants",4.5,H2J 1X2
J8m39SkzQnR6tYa0WdaL1g,m:brgr,"Restaurants, Burgers",3.0,H3G 1W6
JA7FS49muHzgEYesMlGEcw,Mstar Sandwich,"Restaurants, Sandwiches",4.5,H3T 1Y5
JAwDFvVhNvWKRll1RjXWXA,Eggcetera,"Restaurants, Breakfast & Brunch",3.5,H1G
JCUbpTWUrRMjtu-NZsRyVw,La Panthère Verte,"Restaurants, Vegan",4.0,H3T 1M2
JDQ3RMkxZsErh8bSFCBYmw,Sake Sushi,"Restaurants, Japanese",2.5,H1N
JFnJyu4pdIGfXovYtlr9rA,Tommy,"Restaurants, Food, Breakfast & Brunch, Coffee & Tea",3.5,H2Y 1Z5
JGCU3y1p3Y66J9idFnTApA,Mochica,"Food, Restaurants, Ethnic Food, Peruvian, Specialty Food",4.0,H2W 2M4
JH7L7Rx9HHdebl4f_TMYGQ,Yatta sushi and robata,"Restaurants, Japanese",4.0,H4A 1E9
JIknc5LugXh5_4s_ZvND7g,Watts,"Pizza, Restaurants",3.5,H2W
JJ1Ruu37kn66YSWUmCKNCw,Restaurant l'Academie,"Restaurants, French, Italian",3.0,H3G 2B8
JLMY9LH1K1X9GkCJqWCGmA,Allô! Mon Coco,"Breakfast & Brunch, Restaurants",4.5,H2X 1K6
JLUhgZsua28LResDAd4OXQ,L'Assommoir,"Mediterranean, Sandwiches, Lounges, Restaurants, Nightlife, Tapas/Small Plates, Bars",3.5,H2Y 1T4
JLdoFCsuWxi45V2O1JFN5A,Pho Mont-Royal,"Asian Fusion, Vietnamese, Restaurants",3.5,H2J 1Y2
JN8s_dgw9nrSzkHnXxNOtg,Dinette Triple Crown,"Restaurants, Diners, American (Traditional), Southern",4.5,H2S 3G2
JNmuI1loHR32GRv7MEI4-Q,Hero Certified Burgers,"Restaurants, Burgers",3.5,H3G 2E8
JR93jVv-OCf-jiLDMMc-nQ,Tejano,"Restaurants, Mexican",4.0,H3C 1P1
JRRduMZI2aU3UCjfNEQURA,Qing Hua Chinatown,"Chinese, Restaurants",3.5,H2Z 1J4
JWK6s12oq4gntsCCxOkMOg,Piment 2,"Restaurants, Dim Sum, Chinese",3.5,H2Y 1M6
JWWTsnMnNVFXVEJhghOa2A,Restaurant Le Coin Grec,"Greek, Restaurants, Mediterranean",3.5,H2V 4E7
JZveayAO0mIeHUV7SkVQ3Q,Brûlerie St-Denis,"Coffee Roasteries, Cafes, Tea Rooms, Food, Restaurants, Coffee & Tea",4.0,H2W 2M4
J_7zmEScNnnxHZ4RfIpLxA,Bistro du Marché,"Bistros, Bagels, Coffee & Tea, Food, Restaurants",3.0,H4N 1K2
J_t9H45jfjPKXNxRJp3T_w,MIA Tapas Indonésiens,"Breakfast & Brunch, Tapas/Small Plates, Indonesian, Restaurants",4.0,H2R 1P8
Jaq1hvC793TbSsudAXTu7g,Anticafé,"Food, Internet Cafes, Cafes, Coffee & Tea, Restaurants",4.0,H1W 1T1
JbAIykdts7HC3OaVjmgzrg,La Fromagerie Atwater,"Delis, Specialty Food, Caterers, Sandwiches, Cheese Shops, Event Planning & Services, Restaurants, Food",4.5,H4C 2G3
Jbj4VGceJVKXOoN0zQmFzw,Dessert Cafe Momo,"Desserts, Coffee & Tea, Restaurants, Food, Cafes",5.0,H4A 1C7
JeGFmztM5meqTzSwgMP7pQ,La Dînette à Mado,"Poutineries, Burgers, Restaurants, Comfort Food, Sandwiches",4.0,H2L 3J4
JeRSD160z-pRRdfwfz5jyg,Nonya,"Restaurants, Indonesian, Tapas/Small Plates, Vegetarian, Seafood, Vegan",4.0,H2T 2K3
Jgvct3--kRbLCkZ6SkOi5g,M4 Burritos Peel,"Restaurants, Mexican",3.0,H3A 1T6
Jhz_aUT4i84Wt8KAZVGXVA,Casa de Mateo,"Restaurants, Mexican",3.0,H2Y 2T3
Ji2DEyYisIOKTjm57oMP5A,Hestia,"Food, Restaurants, Tea Rooms, Cafes",4.5,H3H 2L9
Jj2gMR-PqkzXuShomCxOJQ,Makro,"Restaurants, Seafood",3.5,H3J 1M3
Jl2MIN70I2DGw8KhVp6g7Q,Yokato Yokabai,"Japanese, Ramen, Restaurants",4.5,H2W 2L5
JntY8lwZEXXVBskps3x_yg,Barley,"Restaurants, Breakfast & Brunch",4.0,H3J 1N9
JobEckBpEYmm_L9JOe8TEg,Anticafé,"Shopping, Coffee & Tea, Arts & Entertainment, Real Estate, Food, Restaurants, Shared Office Spaces, Cafes, Home Services, Art Galleries, Internet Cafes",4.5,H2X 2A1
JogehiyV4QJo8iiQ6xj2Mw,El 77,"Vegetarian, Restaurants, Peruvian, Vegan",4.5,H2T 2J9
JpjfOr0qTNqRX0E0mb18Bw,La Formule Espresso Bar,"Restaurants, Food, Coffee & Tea, Cafes, Bakeries",4.5,H3H 1M4
JqVLQ4pwjGxXE5INQsYOiQ,Reuben's,"Delis, American (Traditional), Restaurants, Sandwiches, Steakhouses",3.5,H3B 1E2
JrD7nk4M8rbQ_VwvrLTamQ,Pavé Lunch Experts,"Restaurants, Cafes, Sandwiches, Salad",4.5,H2Y 1T4
JrR8X7AST5ZkWEfXqlIBmA,Chez Bédine,"Restaurants, Breakfast & Brunch",5.0,H4E 1G4
JryHF5fxQHx-zRqfhyp8AA,La Sala Rosa,"Musicians, Bars, Breakfast & Brunch, Tapas Bars, Spanish, Restaurants, Event Planning & Services, Arts & Entertainment, Gluten-Free, Nightlife, Music Venues",4.0,H2T 2R6
JsLmX7UJKuvOvsaKXX-Ppw,Restaurant La Diva,"Italian, Restaurants",4.5,H2L 2L8
JwYpz-K-kZxeWpM1_OEldQ,Anton & James,"Restaurants, Food, Pizza, Salad, Sandwiches, Bakeries",4.0,H3A 1P7
JwtMY-C6TSPktGdvGvRwoQ,Candide Café,"Cafes, Coffee & Tea, Restaurants, Food",4.5,H2S 2L9
JxtwVeuCBX99KEciymlYXA,Communion,"Nightlife, American (New), French, Wine Bars, Breakfast & Brunch, Bars, Restaurants",3.5,H2Y 2V2
K-b7obYsM_meX_GAd7rJTw,Le Comme Chez Soi,"Canadian (New), Restaurants, French, Burgers",3.5,H2T 1S1
K0ot5J9-MhipNpJOGYXslg,Mango Bay,"Caribbean, Restaurants",3.5,H3G 2E3
K1Y1cQT6KuWOfAoDbDIh_g,Le Mas des Oliviers,"Restaurants, French",4.5,H3G 2E3
K1ala_vciG1UETtJECYsvg,Café Pista,"Cafes, Restaurants, Coffee & Tea, Breakfast & Brunch, Food",4.5,H2S 1S5
K28NUDrV8GbR_mn2WDLoLQ,La Cantine,"Local Flavor, Breakfast & Brunch, Restaurants, Vegan, Canadian (New), American (New)",4.0,H2T 1P3
K67pkQljTFTW_P-7xUQrFw,L'Académie,"Restaurants, Italian, French",3.0,H2W 2M7
K7szuaFnuV6nz4w_i-bLPg,Ma Poule Mouillée,"Restaurants, Portuguese",4.5,H2J 2J4
KAdq2DjrJ1Q4bZ_uQVBWqg,Saj Mahal,"Pizza, Fast Food, Restaurants, Mediterranean, Middle Eastern, Arabian, Lebanese",4.0,H3H 2H9
KDF3qxIYv1OkqtSUl4PwGQ,Restaurant le Richmond,"Restaurants, Italian",3.5,H3J 1T9
KF3m9HkKkl8Ux4sojNJh-w,Camellia Sinensis,"Coffee & Tea, Restaurants, Food, Cafes",4.0,H2S 3A2
KGB3aU5Q_xIDpvcHNq32wQ,Posher,"Sushi Bars, Japanese, Bars, Asian Fusion, Restaurants, Nightlife",3.5,H3T 1Y7
KHAt_XY7SiRBOZVPSDxJIg,Yuan Lei,"Chinese, Restaurants",3.0,H9B 1Z8
KHcqvfwkGv6k6KtLDcpogQ,Sparrow,"Gastropubs, American (New), Cocktail Bars, Bars, Nightlife, Breakfast & Brunch, Restaurants, Lounges, Canadian (New)",4.0,H2T 1A5
KJwANIvluOc_2VjJdX0Nzg,CSweet,"Patisserie/Cake Shop, Cafes, Restaurants, Food",4.5,H4G 1W8
KKOum3UPH7n8dQ7p8fDiPA,Provisions 1268,"Restaurants, Canadian (New)",4.5,H2V 1K5
KKoccufmPJ9oNZ2pjtSLJA,Les Impertinentes,"Event Planning & Services, Caterers, Food, Juice Bars & Smoothies, Gluten-Free, Restaurants",4.0,H2T 1S1
KNBHGY4rQVuoHxZf_6ANuw,InterContinental Montréal,"Venues & Event Spaces, Hotels, Event Planning & Services, Hotels & Travel, Restaurants, French",3.5,H2Y 3X4
KRE8xP36FN1STOoZKU_FSw,Le Cagibi,"Restaurants, Arts & Entertainment, Music Venues, Nightlife, Vegetarian",4.0,H2T 1S1
KRgTdfs4oVFUcATMfAoR4A,Vertige,"Restaurants, French",4.0,H2L 1A9
KSUpHqi0pu-rpouVs-KVdA,Carte Blanche,"French, Restaurants",4.0,H2L 1R3
KX6dfWkYsmguaxJLEwLHLA,Ristorante Da Enrico,"Italian, Restaurants, Pizza",3.0,H2S 1L3
KY5r2XfgzyGtf4VASh25nA,Pinoy Pansitan,"Desserts, Food, Restaurants, Filipino",4.0,H3W 2R8
KZ8HZTqYwQkSaQKYJOgTSw,Café Dépot,"Cafes, Coffee & Tea, Restaurants, Internet Cafes, Food",3.0,H2X 2V5
KZKbv0vLfW2al37QSu5ZwQ,La Sauvagine,"French, Restaurants",3.0,H2Y 1G7
KbBMhk_G57WQ2M_9srNbCQ,Le Smoking Vallée,"Restaurants, French",3.5,H4C
KbBYaPUEt0lZ7xvYX-5XjA,Le Fuchsia,"French, Restaurants",4.0,H3H 2T3
KcW_eVY0T0NSwlbXqUrRuw,Fiore Bistro,"Italian, French, Restaurants",4.0,H3B 4W3
Kfe18zQGLxvav4R0YizreA,Vertigo,"Nightlife, Restaurants, Bars, Steakhouses",3.0,H3B 0C3
KnQ5BfIeS7Y19wT5zmVsjw,Invitation V,"Vegan, Restaurants",3.5,H2V 1T5
KnafX7T6qSAmSrLhd709vA,Pho Maisonneuve,"Vietnamese, Soup, Restaurants",4.0,H2L 1Z1
Ko01LfnfQKPnI7wz1bcssw,Branzino,"Mediterranean, Restaurants, International",4.0,H3H 1E4
KpKQK9kz-CBtQJT0xxCFwA,La Caverne Grecque,"Mediterranean, Greek, Restaurants",2.0,H2X 1B6
KqC7y46lAjWAksfKsWStWw,Cuisine Szechuan,"Chinese, Restaurants",3.5,H3H 2M2
KrY9xTnZtUVGMeSF4D7okA,Kinoya Izakaya,"Japanese, Restaurants, Bars, Nightlife, Pubs",3.5,H2J 2K8
KrxYm1IcTdV6sVzZz5JprA,Lasagne Du Plateau,"Italian, Comfort Food, Specialty Food, Food, Restaurants",4.5,H2V 4E9
KtpNDnZfp-amGUcVSUTW_Q,Vachement Bon!,"Food, Restaurants, Ice Cream & Frozen Yogurt, Cafes, Desserts",4.0,H2X 1E6
Ku2h13Njp4Ebgrur2Y0x5w,Mr. Puffs,"Restaurants, Desserts, Food, Cafes",4.0,H1P 1A2
Kut9tVbDX_f7qKMRRoXg3w,Marché de la Villette,"Grocery, Event Planning & Services, Specialty Food, Restaurants, Food, Caterers, Cafes, French",3.5,H2Y 2A3
KxUczoGoAwkX9mSHwWlUAw,Restaurant Globe,"Restaurants, Lounges, French, Nightlife, Bars",3.5,H2X 2T6
Kz-7-oEnWa6_SsH3omi-yw,Fameux Viande Fumee Et Charcuterie,"Restaurants, American (Traditional), Canadian (New)",3.5,H2J 2L3
Kz5UYR6ehsB-FJW_b3RzlQ,Salmigondis,"Restaurants, Italian, Breakfast & Brunch",4.0,H2S 3B2
L-bXH-phRdH0j085-Ggf7A,Le Festin du Capitaine,"Seafood, Restaurants, Cajun/Creole, Asian Fusion",3.5,H3H 1M1
L2QYRM_9jyd4r4qPVF7Cgw,Copoli,"Pizza, Burgers, Sandwiches, Restaurants",3.5,H4A 1S7
L6L8bVljBvWYckGRA3Y7tA,A&W,"Restaurants, Fast Food, Diners, Burgers",3.0,H2L 2G9
L6n28uypBnOSQ68O9qsUwA,Basha - Sherbrooke,"Middle Eastern, Lebanese, Fast Food, Restaurants",2.5,H3A 1E7
L7bKMhcUwQO80nQPTzPNbg,Café Sardine,"Coffee & Tea, Restaurants, Tapas/Small Plates, Food, Donuts",4.0,H2T 1C7
L8MXAFY14EiC_mzFCgmR_g,Domino's Pizza,"Restaurants, Pizza",2.5,H2W 2T1
LCFoGLjyM3oZFLy4h9h12A,Velo Burrito,"Mexican, Restaurants",4.0,H2S 1P8
LDsrSV57kYH7Lg_27ifAyw,La Fromagerie Hamel,"Sandwiches, Cheese Shops, Food, Restaurants, Delicatessen, Caterers, Delis, Event Planning & Services, Specialty Food",4.5,H2R 1S7
